25, 35, 64, 87, 158, 162, 188, 1019,
3, 25, 26, 31, 49, 65, 81, 88, 95, 100, 115, 159, 164, 176, 188, 219, 231, 233, 234, 241,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 106, 115, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 106, 115, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 106, 115, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 106, 115, 164, 176, 188,
3, 23, 25, 26, 31, 44, 48, 49, 50, 64, 65, 81, 95, 100, 115, 164, 176, 188, 234, 1019,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 115, 128, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 106, 115, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 106, 115, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 115, 159, 164, 176, 188,
3, 23, 25, 26, 31, 44, 48, 49, 50, 64, 65, 81, 95, 100, 115, 164, 176, 188, 234, 1019,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 115, 128, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 106, 115, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 106, 115, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 106, 115, 164, 176, 188,
3, 23, 25, 26, 31, 44, 48, 49, 50, 64, 65, 81, 95, 100, 115, 164, 176, 188, 234, 1019,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 115, 128, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 106, 115, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 115, 159, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 106, 115, 164, 176, 188,
3, 23, 25, 26, 31, 44, 48, 49, 50, 64, 65, 81, 95, 100, 115, 164, 176, 188, 234, 1019,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 115, 128, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 106, 115, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 115, 159, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 106, 115, 164, 176, 188,
3, 23, 25, 26, 31, 44, 48, 49, 50, 64, 65, 81, 95, 100, 115, 164, 176, 188, 234, 1019,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 115, 128, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 106, 115, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 115, 159, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 106, 115, 164, 176, 188,
3, 23, 25, 26, 31, 44, 48, 49, 50, 64, 65, 81, 95, 100, 115, 164, 176, 188, 234, 1019,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 115, 128, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 106, 115, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 115, 159, 164, 176, 188,
3, 23, 25, 31, 44, 48, 49, 50, 64, 65, 81, 87, 90, 95, 100, 106, 115, 164, 176, 188,
3, 23, 25, 26, 31, 44, 48, 49, 50, 64, 65, 81, 95, 100, 115, 164, 176, 188, 234, 1019,
